"","chromosome","start","end","sampleFrequency","gainFrequency","lossFrequency","gainProportion","lossProportion"
"9632","chr2",77631478,77642874,31,0,0,0,0
"9633","chr5",77553006,77647332,31,1,0,0.032258064516129,0
"9634","chr13",77633034,77648716,31,0,0,0,0
"9635","chr5",77647333,77652420,26,1,0,0.032258064516129,0
"9636","chr5",77652421,77655440,31,6,0,0.193548387096774,0
"9637","chr5",77655441,77656319,31,6,0,0.193548387096774,0
"9638","chr5",77656320,77658569,31,7,2,0.225806451612903,0.0645161290322581
"9639","chr17",77459314,77665969,31,0,0,0,0
"9640","chr5",77658570,77694100,31,7,2,0.225806451612903,0.0645161290322581
"9641","chr5",77694101,77696356,30,7,2,0.225806451612903,0.0645161290322581
"9642","chr5",77696357,77697771,31,8,2,0.258064516129032,0.0645161290322581
"9643","chr5",77697772,77699347,31,0,2,0,0.0645161290322581
"9644","chr17",77665970,77713950,31,0,0,0,0
"9645","chr2",77642875,77728934,31,0,0,0,0
"9646","chr2",77728935,77729009,31,0,0,0,0
"9647","chr1",77616843,77812203,31,0,0,0,0
"9648","chr1",77812204,77813837,31,0,0,0,0
"9649","chr1",77813838,77820370,31,0,0,0,0
"9650","chr1",77820371,77821305,31,0,0,0,0
"9651","chr17",77713951,77822006,31,0,0,0,0
"9652","chr1",77821306,77826737,31,0,0,0,0
"9653","chr2",77729010,77858467,31,0,0,0,0
"9654","chr6",77214612,77869083,31,0,0,0,0
"9655","chr13",77648717,77917767,31,0,0,0,0
"9656","chr13",77917768,77918369,31,0,0,0,0
"9657","chr2",77858468,77919113,31,0,0,0,0
"9658","chr13",77918370,77932023,31,0,0,0,0
"9659","chr4",77532198,77934171,31,0,0,0,0
"9660","chr1",77826738,77942733,31,0,0,0,0
"9661","chr1",77942734,77943505,31,1,0,0.032258064516129,0
"9662","chr1",77943506,77943959,31,2,0,0.0645161290322581,0
"9663","chr16",74791201,77956271,31,0,0,0,0
"9664","chr1",77943960,77956596,31,2,0,0.0645161290322581,0
"9665","chr1",77956597,77956671,31,1,0,0.032258064516129,0
"9666","chr1",77956672,77956896,31,1,0,0.032258064516129,0
"9667","chr1",77956897,77957271,31,0,0,0,0
"9668","chr13",77932024,77958448,31,1,0,0.032258064516129,0
"9669","chr16",77956272,77959271,31,0,1,0,0.032258064516129
"9670","chr13",77958449,77960778,31,1,0,0.032258064516129,0
"9671","chr13",77960779,77961528,31,1,0,0.032258064516129,0
"9672","chr13",77961529,77964394,31,1,0,0.032258064516129,0
"9673","chr10",77555740,77966349,31,0,0,0,0
"9674","chr10",77966350,77974601,31,0,0,0,0
"9675","chr13",77964395,77984267,31,0,0,0,0
"9676","chr5",77699348,77990480,31,0,0,0,0
"9677","chr4",77934172,78007524,31,0,0,0,0
"9678","chr1",77957272,78025447,31,0,0,0,0
"9679","chr1",78025448,78026047,31,0,0,0,0
"9680","chr6",77869084,78032428,31,0,0,0,0
"9681","chr6",78032429,78035396,30,0,0,0,0
"9682","chr5",77990481,78035785,31,0,0,0,0
"9683","chr5",78035786,78039790,31,0,0,0,0
"9684","chr8",77399986,78048970,31,0,0,0,0
"9685","chr4",78007525,78075941,31,0,0,0,0
"9686","chr13",77984268,78100017,31,0,0,0,0
"9687","chr13",78100018,78114813,31,0,0,0,0
"9688","chr5",78039791,78115009,31,0,0,0,0
"9689","chr4",78075942,78136414,31,0,0,0,0
"9690","chr10",77974602,78139239,31,0,0,0,0
"9691","chr10",78139240,78139548,31,0,4,0,0.129032258064516
"9692","chr13",78114814,78144729,31,0,0,0,0
"9693","chr10",78139549,78148881,31,0,7,0,0.225806451612903
"9694","chr10",78148882,78149406,31,0,6,0,0.193548387096774
"9695","chr10",78149407,78149481,31,0,3,0,0.0967741935483871
"9696","chr10",78149482,78149726,29,0,2,0,0.0645161290322581
"9697","chr10",78149727,78151556,31,0,2,0,0.0645161290322581
"9698","chr11",77472736,78171929,31,0,0,0,0
"9699","chr8",78048971,78174865,31,0,0,0,0
"9700","chr10",78151557,78204725,31,0,0,0,0
"9701","chr1",78026048,78218237,31,0,0,0,0
"9702","chr1",78218238,78219718,31,0,0,0,0
"9703","chr10",78204726,78219792,31,0,0,0,0
"9704","chr1",78219719,78223570,31,0,0,0,0
"9705","chr1",78223571,78228537,31,1,0,0.032258064516129,0
"9706","chr10",78219793,78233925,31,0,0,0,0
"9707","chr8",78174866,78237098,31,0,0,0,0
"9708","chr8",78237099,78237399,31,0,0,0,0
"9709","chr4",78136415,78253971,31,0,0,0,0
"9710","chr4",78253972,78264431,31,0,0,0,0
"9711","chr2",77919114,78266543,31,0,0,0,0
"9712","chr11",78171930,78268632,31,0,0,0,0
"9713","chr1",78228538,78272732,31,0,0,0,0
"9714","chr1",78272733,78272957,31,0,0,0,0
"9715","chr1",78272958,78273107,31,0,0,0,0
"9716","chr1",78273108,78275014,31,0,0,0,0
"9717","chr5",78115010,78333327,31,0,0,0,0
"9718","chr1",78275015,78339503,31,0,0,0,0
"9719","chr1",78339504,78348460,31,0,0,0,0
"9720","chr8",78237400,78354167,31,0,0,0,0
"9721","chr9",73886407,78358859,31,0,0,0,0
"9722","chr1",78348461,78365920,31,1,0,0.032258064516129,0
"9723","chr5",78333328,78379454,31,0,0,0,0
"9724","chr5",78379455,78379604,31,1,0,0.032258064516129,0
"9725","chr5",78379605,78386358,31,2,0,0.0645161290322581,0
"9726","chr5",78386359,78386635,31,1,0,0.032258064516129,0
"9727","chr9",78358860,78388593,31,0,0,0,0
"9728","chr5",78386636,78388857,31,1,0,0.032258064516129,0
"9729","chr13",78144730,78421242,31,0,0,0,0
"9730","chr5",78388858,78426421,31,0,0,0,0
"9731","chr6",78035397,78427197,31,0,0,0,0
"9732","chr17",77822007,78507631,31,0,0,0,0
"9733","chr1",78365921,78564556,31,0,0,0,0
"9734","chr16",77959272,78565951,31,0,0,0,0
"9735","chr16",78565952,78566701,31,0,2,0,0.0645161290322581
"9736","chr16",78566702,78568415,31,0,1,0,0.032258064516129
"9737","chr1",78564557,78572439,31,0,0,0,0
"9738","chr1",78572440,78573939,31,1,0,0.032258064516129,0
"9739","chr17",78507632,78585386,31,0,0,0,0
"9740","chr5",78426422,78587234,31,0,0,0,0
"9741","chr13",78421243,78588293,31,0,0,0,0
"9742","chr13",78588294,78589035,31,0,0,0,0
"9743","chr13",78589036,78589110,31,0,3,0,0.0967741935483871
"9744","chr13",78589111,78597345,31,0,9,0,0.290322580645161
"9745","chr1",78573940,78604771,31,0,0,0,0
"9746","chr1",78604772,78605296,30,0,0,0,0
"9747","chr6",78427198,78632124,31,0,0,0,0
"9748","chr6",78632125,78654616,31,0,0,0,0
"9749","chr1",78605297,78663758,31,0,0,0,0
"9750","chr13",78597346,78675595,31,0,0,0,0
"9751","chr8",78354168,78676390,31,0,0,0,0
"9752","chr8",78676391,78684823,31,0,0,0,0
"9753","chr6",78654617,78705504,31,0,0,0,0
"9754","chr17",78585387,78723962,31,0,0,0,0
"9755","chr13",78675596,78742681,31,0,0,0,0
"9756","chr13",78742682,78744123,31,0,4,0,0.129032258064516
"9757","chr1",78663759,78810488,31,0,0,0,0
"9758","chr1",78810489,78811163,31,2,0,0.0645161290322581,0
"9759","chr13",78744124,78811990,31,0,0,0,0
"9760","chr8",78684824,78821011,31,0,0,0,0
"9761","chr8",78821012,78825588,31,0,0,0,0
"9762","chr8",78825589,78845943,31,0,0,0,0
"9763","chr18",77592177,78851502,31,0,0,0,0
"9764","chr8",78845944,78858495,31,1,0,0.032258064516129,0
"9765","chr8",78858496,78858807,31,0,0,0,0
"9766","chr16",78568416,78865173,31,0,0,0,0
"9767","chr16",78865174,78865248,31,0,3,0,0.0967741935483871
"9768","chr16",78865249,78865440,31,0,14,0,0.451612903225806
"9769","chr16",78865441,78865972,31,0,17,0,0.548387096774194
"9770","chr16",78865973,78866047,31,0,14,0,0.451612903225806
"9771","chr16",78866048,78866122,31,0,13,0,0.419354838709677
"9772","chr16",78866123,78866197,31,0,8,0,0.258064516129032
"9773","chr16",78866198,78866272,31,0,7,0,0.225806451612903
"9774","chr16",78866273,78866422,31,0,1,0,0.032258064516129
"9775","chr4",78264432,78877147,31,0,0,0,0
"9776","chr4",78877148,78890571,31,0,0,0,0
"9777","chr13",78811991,78896583,31,0,0,0,0
"9778","chr18",78851503,78918615,31,0,0,0,0
"9779","chr17",78723963,78973127,31,0,0,0,0
"9780","chr17",78973128,79003868,31,0,0,0,0
"9781","chr17",79003869,79004092,31,0,0,0,0
"9782","chr17",79004093,79005318,31,0,0,0,0
"9783","chr1",78811164,79014635,31,0,0,0,0
"9784","chr8",78858808,79039738,31,0,0,0,0
"9785","chr4",78890572,79096293,31,0,0,0,0
"9786","chr3",74553402,79099465,31,0,0,0,0
"9787","chr17",79005319,79101212,31,0,0,0,0
"9788","chr1",79014636,79146624,31,0,0,0,0
"9789","chr1",79146625,79146699,31,0,3,0,0.0967741935483871
"9790","chr1",79146700,79146774,31,0,4,0,0.129032258064516
"9791","chr1",79146775,79149249,31,0,8,0,0.258064516129032
"9792","chr1",79149250,79152766,31,0,1,0,0.032258064516129
"9793","chr1",79152767,79156053,31,0,2,0,0.0645161290322581
"9794","chr1",79156054,79158036,31,0,3,0,0.0967741935483871
"9795","chr1",79158037,79158912,31,0,1,0,0.032258064516129
"9796","chr13",78896584,79168788,31,0,0,0,0
"9797","chr13",79168789,79168863,31,0,1,0,0.032258064516129
"9798","chr13",79168864,79168938,31,0,3,0,0.0967741935483871
"9799","chr13",79168939,79170138,31,0,5,0,0.161290322580645
"9800","chr4",79096294,79175160,31,0,0,0,0
"9801","chr1",79158913,79192937,31,0,0,0,0
"9802","chr1",79192938,79193019,30,0,0,0,0
"9803","chr1",79193020,79193708,31,0,1,0,0.032258064516129
"9804","chr1",79193709,79193745,30,0,0,0,0
"9805","chr1",79193746,79196862,31,0,0,0,0
"9806","chr1",79196863,79199827,31,0,1,0,0.032258064516129
"9807","chr13",79170139,79247559,31,0,0,0,0
"9808","chr3",79099466,79251177,31,0,0,0,0
"9809","chr18",78918616,79253458,31,0,0,0,0
"9810","chr17",79101213,79281033,31,0,0,0,0
"9811","chr18",79253459,79300004,31,0,0,0,0
"9812","chr17",79281034,79311174,31,0,0,0,0
"9813","chr3",79251178,79319785,31,0,0,0,0
"9814","chr18",79300005,79327332,31,0,0,0,0
"9815","chr14",76999509,79336375,31,0,0,0,0
"9816","chr14",79336376,79346904,31,0,0,0,0
"9817","chr14",79346905,79346906,30,0,0,0,0
"9818","chr18",79327333,79349062,31,0,0,0,0
"9819","chr5",78587235,79358387,31,0,0,0,0
"9820","chr18",79349063,79370589,31,0,0,0,0
"9821","chr18",79370590,79372349,31,0,0,0,0
"9822","chr18",79372350,79379969,31,0,0,0,0
"9823","chr5",79358388,79381740,31,0,0,0,0
"9824","chr1",79199828,79415695,31,0,0,0,0
"9825","chr1",79415696,79416070,31,0,1,0,0.032258064516129
"9826","chr8",79039739,79422626,31,0,0,0,0
"9827","chr8",79422627,79426005,31,0,0,0,0
"9828","chr14",79346907,79445977,31,0,0,0,0
"9829","chr14",79445978,79469166,31,0,0,0,0
"9830","chr14",79469167,79476058,31,0,0,0,0
"9831","chr1",79416071,79477332,31,0,0,0,0
"9832","chr1",79477333,79477557,31,0,1,0,0.032258064516129
"9833","chr18",79379970,79515311,31,0,0,0,0
"9834","chr18",79515312,79543299,31,0,0,0,0
"9835","chr9",78388594,79552834,31,0,0,0,0
"9836","chr9",79552835,79552938,31,0,0,0,0
"9837","chr9",79552939,79604405,31,0,0,0,0
"9838","chr9",79604406,79604555,31,0,0,0,0
"9839","chr9",79604556,79604630,31,0,0,0,0
"9840","chr3",79319786,79668715,31,0,0,0,0
"9841","chr3",79668716,79669243,31,0,0,0,0
"9842","chr3",79669244,79669468,31,0,0,0,0
"9843","chr9",79604631,79672860,31,0,0,0,0
"9844","chr9",79672861,79673699,31,0,0,0,0
"9845","chr1",79477558,79681964,31,0,0,0,0
"9846","chr3",79669469,79688362,31,0,0,0,0
"9847","chr16",78866423,79691265,31,0,0,0,0
"9848","chr13",79247560,79725501,31,0,0,0,0
"9849","chr16",79691266,79733041,31,0,0,0,0
"9850","chr16",79733042,79734466,31,0,0,0,0
"9851","chr4",79175161,79738008,31,0,0,0,0
"9852","chr1",79681965,79740403,31,0,0,0,0
"9853","chr13",79725502,79749867,31,0,0,0,0
"9854","chr18",79543300,79758071,31,0,0,0,0
"9855","chr11",78268633,79758450,31,0,0,0,0
"9856","chr17",79311175,79764589,31,0,0,0,0
"9857","chr18",79758072,79769462,31,0,0,0,0
"9858","chr13",79749868,79773262,31,0,0,0,0
"9859","chr18",79769463,79783853,31,0,0,0,0
"9860","chr18",79783854,79784003,31,0,0,0,0
"9861","chr11",79758451,79793292,31,0,0,0,0
"9862","chr16",79734467,79799407,31,0,0,0,0
"9863","chr16",79799408,79800105,31,0,0,0,0
"9864","chr10",78233926,79802687,31,0,0,0,0
"9865","chr10",79802688,79804941,31,4,0,0.129032258064516,0
"9866","chr17",79764590,79808076,31,0,0,0,0
"9867","chr1",79740404,79816306,31,0,0,0,0
"9868","chr1",79816307,79816831,31,1,0,0.032258064516129,0
"9869","chr8",79426006,79839297,31,0,0,0,0
"9870","chr11",79793293,79844328,31,0,0,0,0
"9871","chr13",79773263,79848596,31,0,0,0,0
"9872","chr13",79848597,79848671,31,0,1,0,0.032258064516129
"9873","chr13",79848672,79849271,31,0,5,0,0.161290322580645
"9874","chr16",79800106,79851179,31,0,0,0,0
"9875","chr16",79851180,79851675,31,0,0,0,0
"9876","chr4",79738009,79882027,31,0,0,0,0
"9877","chr1",79816832,79892660,31,0,0,0,0
"9878","chr1",79892661,79897611,31,0,0,0,0
"9879","chr10",79804942,79902002,31,0,0,0,0
"9880","chr10",79902003,79908522,31,1,0,0.032258064516129,0
"9881","chr1",79897612,79925533,31,0,0,0,0
"9882","chr1",79925534,79936413,31,0,0,0,0
"9883","chr9",79673700,79938787,31,0,0,0,0
"9884","chr1",79936414,79939384,31,0,0,0,0
"9885","chr11",79844329,79946511,31,0,0,0,0
"9886","chr14",79476059,79969877,31,0,0,0,0
"9887","chr1",79939385,79977216,31,0,0,0,0
"9888","chr3",79688363,80014460,31,0,0,0,0
"9889","chr18",79784004,80015488,31,0,0,0,0
"9890","chr14",79969878,80017743,31,0,0,0,0
"9891","chr2",78266544,80025686,31,0,0,0,0
"9892","chr1",79977217,80038396,31,0,0,0,0
"9893","chr1",80038397,80039896,31,1,0,0.032258064516129,0
"9894","chr6",78705505,80043871,31,0,0,0,0
"9895","chr7",77398242,80046309,31,0,0,0,0
"9896","chr7",80046310,80049927,31,4,0,0.129032258064516,0
"9897","chr7",80049928,80050002,31,2,0,0.0645161290322581,0
"9898","chr9",79938788,80051865,31,0,0,0,0
"9899","chr2",80025687,80069282,31,0,0,0,0
"9900","chr1",80039897,80081665,31,0,0,0,0
"9901","chr3",80014461,80089863,31,0,0,0,0
"9902","chr1",80081666,80124584,31,0,0,0,0
"9903","chr8",79839298,80142258,31,0,0,0,0
"9904","chr4",79882028,80178241,31,0,0,0,0
"9905","chr4",80178242,80214636,31,0,0,0,0
"9906","chr6",80043872,80233862,31,0,0,0,0
"9907","chr11",79946512,80237406,31,0,0,0,0
"9908","chr6",80233863,80238281,31,0,0,0,0
"9909","chr11",80237407,80239434,31,0,0,0,0
"9910","chr11",80239435,80241084,31,1,0,0.032258064516129,0
"9911","chr11",80241085,80254825,31,1,0,0.032258064516129,0
"9912","chr11",80254826,80255425,31,2,0,0.0645161290322581,0
"9913","chr11",80255426,80256477,31,3,0,0.0967741935483871,0
"9914","chr11",80256478,80259812,31,2,0,0.0645161290322581,0
"9915","chr11",80259813,80270799,31,1,0,0.032258064516129,0
"9916","chr11",80270800,80273199,31,0,0,0,0
"9917","chr6",80238282,80291302,31,0,0,0,0
"9918","chr6",80291303,80291502,31,0,0,0,0
"9919","chr4",80214637,80293101,31,0,0,0,0
"9920","chr4",80293102,80305758,31,0,0,0,0
"9921","chr2",80069283,80310673,31,0,0,0,0
"9922","chr1",80124585,80323823,31,0,0,0,0
"9923","chr14",80017744,80339098,31,0,0,0,0
"9924","chr14",80339099,80352537,31,0,0,0,0
"9925","chr6",80291503,80363581,31,0,0,0,0
"9926","chr14",80352538,80367608,31,0,0,0,0
"9927","chr14",80367609,80371138,31,0,0,0,0
"9928","chr4",80305759,80389982,31,0,0,0,0
"9929","chr4",80389983,80390432,31,0,0,0,0
"9930","chr1",80323824,80408492,31,0,0,0,0
"9931","chr17",79808077,80523445,31,0,0,0,0
"9932","chr17",80523446,80523520,31,0,0,0,0
"9933","chr9",80051866,80526508,31,0,0,0,0
"9934","chr17",80523521,80548014,31,0,0,0,0
"9935","chr7",80050003,80557679,31,0,0,0,0
"9936","chr3",80089864,80608472,31,0,0,0,0
"9937","chr6",80363582,80620074,31,0,0,0,0
"9938","chr3",80608473,80623107,31,0,0,0,0
"9939","chr3",80623108,80624195,31,0,1,0,0.032258064516129
"9940","chr1",80408493,80629591,31,0,0,0,0
"9941","chr1",80629592,80631091,31,1,0,0.032258064516129,0
"9942","chr3",80624196,80633170,31,0,0,0,0
"9943","chr7",80557680,80656902,31,0,0,0,0
"9944","chr7",80656903,80667071,31,0,0,0,0
"9945","chr7",80667072,80772750,31,0,0,0,0
"9946","chr4",80390433,80799196,31,0,0,0,0
"9947","chr16",79851676,80808400,31,0,0,0,0
"9948","chr1",80631092,80818726,31,0,0,0,0
"9949","chr5",79381741,80863297,31,0,0,0,0
"9950","chr5",80863298,80866760,31,0,1,0,0.032258064516129
"9951","chr1",80818727,80875195,31,0,0,0,0
"9952","chr1",80875196,80875270,30,0,0,0,0
"9953","chr1",80875271,80875804,31,0,0,0,0
"9954","chr14",80371139,80891560,31,0,0,0,0
"9955","chr16",80808401,80900187,31,0,0,0,0
"9956","chr1",80875805,80911277,31,0,0,0,0
"9957","chr4",80799197,80912829,31,0,0,0,0
"9958","chr4",80912830,80918782,31,1,0,0.032258064516129,0
"9959","chr4",80918783,80925504,31,1,0,0.032258064516129,0
"9960","chr17",80548015,80926161,31,0,0,0,0
"9961","chr4",80925505,80929169,31,1,0,0.032258064516129,0
"9962","chr9",80526509,80930041,31,0,0,0,0
"9963","chr18",80015489,80937545,31,0,0,0,0
"9964","chr18",80937546,80943035,31,1,0,0.032258064516129,0
"9965","chr17",80926162,80948150,31,0,0,0,0
"9966","chr11",80273200,80956516,31,0,0,0,0
"9967","chr14",80891561,80983325,31,0,0,0,0
"9968","chr3",80633171,80990430,31,0,0,0,0
"9969","chr11",80956517,81024647,31,0,0,0,0
"9970","chr3",80990431,81065569,31,0,0,0,0
"9971","chr3",81065570,81117222,31,0,0,0,0
"9972","chr3",81117223,81117297,31,0,1,0,0.032258064516129
"9973","chr3",81117298,81120699,31,0,2,0,0.0645161290322581
"9974","chr14",80983326,81131212,31,0,0,0,0
"9975","chr7",80772751,81180164,31,0,0,0,0
"9976","chr18",80943036,81185060,31,0,0,0,0
"9977","chr18",81185061,81185254,31,0,1,0,0.032258064516129
"9978","chr16",80900188,81226960,31,0,0,0,0
"9979","chr4",80929170,81229683,31,0,0,0,0
"9980","chr7",81180165,81236629,31,0,0,0,0
"9981","chr4",81229684,81251017,31,1,0,0.032258064516129,0
"9982","chr16",81226961,81261299,31,0,0,0,0
"9983","chr10",79908523,81273571,31,0,0,0,0
"9984","chr3",81120700,81281481,31,0,0,0,0
"9985","chr3",81281482,81281631,31,0,0,0,0
"9986","chr3",81281632,81282981,31,0,0,0,0
"9987","chr11",81024648,81283987,31,0,0,0,0
"9988","chr11",81283988,81348521,31,0,0,0,0
"9989","chr3",81282982,81356407,31,0,0,0,0
"9990","chr3",81356408,81356542,31,0,0,0,0
"9991","chr11",81348522,81408769,31,0,0,0,0
"9992","chr14",81131213,81411126,31,0,0,0,0
"9993","chr11",81408770,81417823,30,0,0,0,0
"9994","chr1",80911278,81423517,31,0,0,0,0
"9995","chr14",81411127,81432581,31,0,0,0,0
"9996","chr1",81423518,81444160,31,0,0,0,0
"9997","chr1",81444161,81444235,31,0,3,0,0.0967741935483871
"9998","chr1",81444236,81446562,31,0,15,0,0.483870967741935
"9999","chr1",81446563,81452649,31,0,0,0,0
"10000","chr9",80930042,81489704,31,0,0,0,0
"10001","chr16",81261300,81493526,31,0,0,0,0
"10002","chr1",81452650,81512849,31,0,0,0,0
"10003","chr1",81512850,81525321,31,0,0,0,0
"10004","chr3",81356543,81529643,31,0,0,0,0
"10005","chr16",81493527,81544996,31,0,0,0,0
"10006","chr13",79849272,81546897,31,0,0,0,0
"10007","chr10",81273572,81547181,31,0,0,0,0
"10008","chr10",81547182,81547481,31,0,0,0,0
"10009","chr7",81236630,81655570,31,0,0,0,0
"10010","chr9",81489705,81659542,31,0,0,0,0
"10011","chr16",81544997,81659605,31,0,0,0,0
"10012","chr9",81659543,81660515,31,0,0,0,0
"10013","chr9",81660516,81672741,31,0,0,0,0
"10014","chr9",81672742,81678454,31,2,0,0.0645161290322581,0
"10015","chr9",81678455,81678529,31,2,0,0.0645161290322581,0
"10016","chr9",81678530,81681166,31,0,0,0,0
"10017","chr16",81659606,81683051,31,0,0,0,0
"10018","chr9",81681167,81684441,31,0,0,0,0
"10019","chr9",81684442,81688734,31,0,0,0,0
"10020","chr9",81688735,81688809,31,0,0,0,0
"10021","chr16",81683052,81716320,31,0,0,0,0
"10022","chr8",80142259,81727716,31,0,0,0,0
"10023","chr14",81432582,81729483,31,0,0,0,0
"10024","chr14",81729484,81729725,31,0,0,0,0
"10025","chr1",81525322,81767867,31,0,0,0,0
"10026","chr15",75543080,81775673,31,0,0,0,0
"10027","chr10",81547482,81778146,31,0,0,0,0
"10028","chr9",81688810,81780432,31,0,0,0,0
"10029","chr9",81780433,81788514,31,0,0,0,0
"10030","chr8",81727717,81812775,31,0,0,0,0
"10031","chr14",81729726,81814482,31,0,0,0,0
"10032","chr14",81814483,81815157,31,0,0,0,0
"10033","chr10",81778147,81828119,31,0,0,0,0
"10034","chr14",81815158,81840826,31,0,0,0,0
"10035","chr1",81767868,81842356,31,0,0,0,0
"10036","chr14",81840827,81845204,31,0,0,0,0
"10037","chr14",81845205,81846487,31,0,0,0,0
"10038","chr9",81788515,81865638,31,0,0,0,0
"10039","chr4",81251018,81901671,31,0,0,0,0
"10040","chr10",81828120,81907796,31,0,0,0,0
"10041","chr10",81907797,81910435,31,1,0,0.032258064516129,0
"10042","chr10",81910436,81911635,31,2,0,0.0645161290322581,0
"10043","chr10",81911636,81917271,31,1,0,0.032258064516129,0
"10044","chr8",81812776,81920660,31,0,0,0,0
"10045","chr4",81901672,81939848,31,0,0,0,0
"10046","chr4",81939849,81994119,31,0,0,0,0
"10047","chr4",81994120,81994404,31,0,0,0,0
"10048","chr10",81917272,82048630,31,0,0,0,0
"10049","chr17",80948151,82051961,31,0,0,0,0
"10050","chr17",82051962,82062541,31,0,0,0,0
"10051","chr1",81842357,82066799,31,0,0,0,0
"10052","chr1",82066800,82066997,31,0,0,0,0
"10053","chr11",81417824,82069088,31,0,0,0,0
"10054","chr1",82066998,82072567,31,0,0,0,0
"10055","chr17",82062542,82075634,31,0,0,0,0
"10056","chr13",81546898,82087519,31,0,0,0,0
"10057","chr1",82072568,82099175,31,0,0,0,0
"10058","chr1",82099176,82099250,31,0,0,0,0
"10059","chr14",81846488,82107504,31,0,0,0,0
"10060","chr10",82048631,82114263,31,0,0,0,0
"10061","chr1",82099251,82145120,31,1,0,0.032258064516129,0
"10062","chr1",82145121,82151045,31,2,0,0.0645161290322581,0
"10063","chr1",82151046,82151618,31,1,0,0.032258064516129,0
"10064","chr1",82151619,82151693,31,0,0,0,0
"10065","chr8",81920661,82153750,31,0,0,0,0
"10066","chr10",82114264,82177131,31,0,0,0,0
"10067","chr1",82151694,82184349,31,0,0,0,0
"10068","chr16",81716321,82186141,31,0,0,0,0
